QSO RA Dec zem zmin zmax zabs logN elogN
"SDSS J085805.31+530038.5" 134.52215 53.0107 3.896 2.890 3.816 nan nan nan
"SDSS J085816.82+080437.7" 134.57009 8.0772 3.409 2.988 3.337 nan nan nan
"SDSS J085817.57+322349.7" 134.57322 32.3971 3.506 2.537 3.432 nan nan nan
"SDSS J085822.66+345706.2" 134.59442 34.9517 3.871 3.389 3.791 nan nan nan
"SDSS J085824.79+265903.0" 134.60332 26.9842 2.461 2.307 2.404 nan nan nan
"SDSS J085825.70+005006.6" 134.60711 0.8352 2.855 2.307 2.792 nan nan nan
"SDSS J085832.39+481821.6" 134.63500 48.3060 2.393 2.307 2.337 nan nan nan
"SDSS J085833.02+401203.1" 134.63759 40.2009 3.013 2.307 2.947 nan nan nan
"SDSS J085837.95+052141.7" 134.65816 5.3616 3.529 2.641 3.455 nan nan nan
"SDSS J085848.35+310127.9" 134.70180 31.0243 2.970 2.593 2.905 nan nan nan
"SDSS J085848.91+483539.0" 134.70385 48.5942 3.225 2.812 3.156 nan nan nan
"SDSS J085848.96+180109.9" 134.70401 18.0194 2.620 1.682 2.561 nan nan nan
"SDSS J085853.98+312639.4" 134.72493 31.4443 3.105 2.698 3.038 2.8256 20.25 0.20
"SDSS J085909.25+382303.8" 134.78855 38.3844 2.783 2.397 2.721 nan nan nan
"SDSS J085909.77+371301.8" 134.79077 37.2172 3.195 2.312 3.126 nan nan nan
"SDSS J085919.78+360051.2" 134.83236 36.0143 2.865 2.470 2.802 nan nan nan
"SDSS J085921.88+274408.5" 134.84119 27.7357 2.529 2.311 2.471 nan nan nan
"SDSS J085922.02+051356.9" 134.84178 5.2325 3.644 2.822 3.568 nan nan nan
"SDSS J085952.36+350724.7" 134.96820 35.1235 2.372 2.307 2.317 nan nan nan
"SDSS J085956.85+250810.8" 134.98689 25.1364 3.248 2.442 3.178 nan nan nan
"SDSS J085957.55+242443.4" 134.98982 24.4121 3.349 2.616 3.278 nan nan nan
"SDSS J0859+0205" 134.99644 2.0888 2.981 2.307 2.916 nan nan nan
"SDSS J090000.06+445031.4" 135.00029 44.8421 2.447 2.307 2.390 nan nan nan
"SDSS J090007.89+233452.7" 135.03289 23.5813 3.603 3.148 3.527 nan nan nan
"SDSS J090017.60+490001.9" 135.07338 49.0005 3.208 2.356 3.139 nan nan nan
"SDSS J090028.66+481900.8" 135.11946 48.3169 3.616 3.185 3.540 nan nan nan
"SDSS J090029.53+430053.7" 135.12308 43.0149 4.379 3.829 4.291 4.2639 20.50 0.25
"SDSS J090030.78+010446.4" 135.12829 1.0796 3.595 2.867 3.520 nan nan nan
"FBQS J090033.4+421546" 135.13969 42.2631 3.295 2.329 3.225 nan nan nan
"SDSS J090034.57+251957.7" 135.14406 25.3327 2.819 2.441 2.756 nan nan nan
"SDSS J090036.80+321129.5" 135.15335 32.1915 2.970 2.307 2.905 nan nan nan
"SDSS J090037.93+303040.9" 135.15807 30.5114 3.306 2.879 3.235 nan nan nan
"SDSS J090058.91+085011.9" 135.24549 8.8367 3.585 3.115 3.510 nan nan nan
"SDSS J090059.22+324622.5" 135.24679 32.7729 3.007 2.597 2.941 nan nan nan
"SDSS J090100.61+472536.2" 135.25252 47.4267 4.598 3.723 4.505 nan nan nan
"SDSS J090102.93+354928.5" 135.26225 35.8246 3.116 2.307 3.048 nan nan nan
"SDSS J090110.39+325652.1" 135.29330 32.9478 3.951 3.461 3.870 3.8544 20.10 0.20
"SDSS J090112.41+465553.3" 135.30180 46.9315 2.490 2.307 2.433 nan nan nan
"SDSS J090123.95+255238.7" 135.34982 25.8774 3.563 2.643 3.488 nan nan nan
"SDSS J090134.30+284048.5" 135.39295 28.6802 3.642 2.644 3.566 nan nan nan
"SDSS J090136.03+555126.1" 135.40017 55.8573 2.943 2.307 2.878 nan nan nan
"SDSS J090140.67+441402.8" 135.41947 44.2341 2.354 2.307 2.299 nan nan nan
"SDSS J090141.98+093213.2" 135.42494 9.5370 3.572 3.163 3.497 nan nan nan
"SDSS J090148.24+043702.1" 135.45103 4.6173 2.754 2.605 2.692 nan nan nan
"SDSS J090150.16+325001.3" 135.45904 32.8337 3.522 2.738 3.448 nan nan nan
"SDSS J090203.84+005926.7" 135.51603 0.9908 3.234 2.474 3.165 nan nan nan
"SDSS J090216.54+363845.2" 135.56896 36.6459 3.447 3.049 3.374 nan nan nan
"SDSS J090218.51+050317.4" 135.57715 5.0549 2.967 2.307 2.902 nan nan nan
"SDSS J090234.53+284118.5" 135.64389 28.6885 3.566 2.465 3.491 nan nan nan
"SDSS J090234.76+432154.4" 135.64487 43.3651 4.196 3.669 4.111 nan nan nan
"FBQS J090239.8+395726" 135.66623 39.9574 3.091 2.307 3.024 nan nan nan
"SDSS J090243.55+374909.1" 135.68149 37.8192 3.269 2.333 3.199 nan nan nan
"SDSS J090244.64+091011.8" 135.68603 9.1700 3.459 3.016 3.386 nan nan nan
"SDSS J090245.76+085115.8" 135.69069 8.8544 5.226 4.253 5.122 nan nan nan
"SDSS J090250.50+400331.5" 135.71043 40.0588 2.430 2.307 2.374 nan nan nan
"SDSS J090253.43+062824.2" 135.72264 6.4734 3.375 2.659 3.303 nan nan nan
"SDSS J090253.68+092149.9" 135.72369 9.3639 3.857 3.376 3.777 3.4446 20.10 0.20
"SDSS J090300.70+300901.1" 135.75292 30.1503 3.884 2.924 3.804 nan nan nan
"SDSS J090301.24+535315.6" 135.75522 53.8877 2.441 2.307 2.385 nan nan nan
"SDSS J090305.80+424426.9" 135.77422 42.7408 2.637 2.307 2.577 nan nan nan
"SDSS J090320.46+254810.0" 135.83527 25.8028 3.006 2.307 2.940 nan nan nan
"SDSS J090333.55+262836.3" 135.88982 26.4768 3.223 2.320 3.154 3.0774 20.15 0.20
"SDSS J090351.07+535101.1" 135.96284 53.8503 2.855 2.461 2.792 nan nan nan
"SDSS J090359.24+341358.6" 135.99688 34.2330 2.625 2.307 2.566 nan nan nan
"SDSS J090406.21+482057.3" 136.02591 48.3493 3.630 2.655 3.554 nan nan nan
"SDSS J090425.10+102932.5" 136.10459 10.4924 4.153 3.286 4.068 nan nan nan
"SDSS J090425.43+335302.7" 136.10597 33.8841 4.050 3.550 3.967 nan nan nan
"SDSS J090430.48+343108.9" 136.12708 34.5191 3.408 2.972 3.336 nan nan nan
"SDSS J090440.63+535038.8" 136.16936 53.8441 4.271 3.082 4.185 nan nan nan
"SDSS J090440.73+240923.6" 136.16972 24.1566 2.510 2.307 2.452 nan nan nan
"SDSS J090442.50+415905.9" 136.17712 41.9850 4.092 3.298 4.008 nan nan nan
"SDSS J090443.29+370311.2" 136.18037 37.0531 2.629 2.307 2.569 nan nan nan
"SDSS J090446.59+351040.0" 136.19416 35.1778 2.492 2.307 2.435 nan nan nan
"SDSS J090453.76+381030.8" 136.22404 38.1752 2.392 2.307 2.336 nan nan nan
"SDSS J090454.24+441554.1" 136.22601 44.2651 3.843 3.155 3.764 nan nan nan
"SDSS J090508.88+305757.3" 136.28702 30.9659 3.027 2.307 2.961 nan nan nan
"SDSS J090518.02+410757.6" 136.32513 41.1327 2.954 2.553 2.889 nan nan nan
"SDSS J090527.46+485049.9" 136.36443 48.8472 2.689 2.311 2.628 nan nan nan
"SDSS J090536.07+355551.6" 136.40027 35.9310 2.839 2.307 2.776 nan nan nan
"SDSS J090540.81+331549.8" 136.42008 33.2638 3.382 2.570 3.310 nan nan nan
"SDSS J090546.61+352748.5" 136.44422 35.4635 2.876 2.508 2.812 nan nan nan
"SDSS J090549.05+041010.1" 136.45442 4.1695 3.153 2.484 3.085 nan nan nan
"[HB89] 0903+155" 136.46656 15.3802 2.680 1.659 2.620 nan nan nan
"SDSS J090556.77+462727.7" 136.48658 46.4577 2.508 2.307 2.450 nan nan nan
"SDSS J090558.22+082101.8" 136.49259 8.3505 2.681 2.324 2.621 2.5627 20.75 0.15
"SDSS J090602.63+314255.5" 136.51099 31.7154 3.544 2.449 3.469 nan nan nan
"SDSS J090607.06+395319.6" 136.52943 39.8888 3.688 3.280 3.611 nan nan nan
"SDSS J090621.07+490720.9" 136.58780 49.1225 3.176 3.024 3.107 nan nan nan
"SDSS J090627.48+005250.3" 136.61453 0.8807 2.740 2.375 2.679 nan nan nan
"SDSS J090634.84+023433.8" 136.64519 2.5761 4.516 3.654 4.424 nan nan nan
"SDSS J090642.28+501444.9" 136.67618 50.2458 2.343 2.307 2.288 nan nan nan
"SDSS J090649.62+420308.5" 136.70678 42.0524 2.825 2.307 2.762 nan nan nan
"SDSS J090655.02+303621.3" 136.72926 30.6059 2.815 2.431 2.752 nan nan nan
"SDSS J090703.74+041101.9" 136.76560 4.1839 2.602 2.307 2.543 nan nan nan
"SDSS J090703.91+410748.3" 136.76634 41.1301 2.671 2.307 2.611 nan nan nan
"SDSS J090709.89+250620.7" 136.79122 25.1058 3.319 2.347 3.248 nan nan nan
"SDSS J090715.97+485343.1" 136.81659 48.8953 2.527 2.307 2.469 nan nan nan
"SDSS J090727.58+445142.9" 136.86493 44.8619 2.522 2.307 2.464 nan nan nan
"SDSS J090746.77-001856.5" 136.94490 -0.3157 2.488 2.307 2.431 nan nan nan
"SDSS J090748.42+064044.4" 136.95177 6.6790 2.523 2.381 2.465 nan nan nan
"SDSS J090752.81+312913.1" 136.97005 31.4870 3.752 3.281 3.674 3.5560 20.55 0.15
"SDSS J090803.95+314159.5" 137.01647 31.6999 3.958 3.539 3.877 nan nan nan
"SDSS J090810.35+023818.6" 137.04315 2.6385 3.686 2.954 3.609 2.9604 20.95 0.20
nan nan nan nan nan nan 3.4071 21.25 0.15
"SDSS J090813.43+070956.7" 137.05596 7.1658 2.349 2.307 2.294 nan nan nan
"SDSS J0908+0658" 137.13453 6.9816 3.073 2.312 3.006 nan nan nan
"SDSS J090842.27+081949.8" 137.17617 8.3305 3.137 2.436 3.069 nan nan nan
"SDSS J090855.33+333637.4" 137.23058 33.6104 4.591 4.038 4.499 nan nan nan
"SDSS J090908.17+071432.5" 137.28410 7.2424 2.898 2.307 2.834 nan nan nan
"SDSS J090915.91+035442.7" 137.31631 3.9119 3.200 1.811 3.131 nan nan nan
"SDSS J090930.42+070050.7" 137.37676 7.0141 3.276 2.584 3.206 nan nan nan
"SDSS J090930.69+071602.2" 137.37788 7.2673 3.722 2.838 3.645 nan nan nan
"SDSS J090931.70+261239.8" 137.38213 26.2111 3.214 2.522 3.145 nan nan nan
"SDSS J090938.71+041525.8" 137.41130 4.2572 2.450 2.307 2.393 nan nan nan
"SDSS J090940.66+330347.6" 137.41946 33.0632 3.783 2.738 3.705 3.6588 20.60 0.15
"SDSS J090950.53+245846.0" 137.46056 24.9795 2.352 2.307 2.297 nan nan nan
"SDSS J090958.03+263311.3" 137.49184 26.5531 3.212 2.497 3.143 nan nan nan
"SDSS J091001.34+520522.7" 137.50563 52.0896 2.507 2.307 2.449 nan nan nan
"SDSS J091002.76+422023.5" 137.51152 42.3399 3.067 2.398 3.000 nan nan nan
"SDSS J091009.05+535355.3" 137.53771 53.8987 3.018 2.620 2.952 2.8942 20.50 0.15
"SDSS J091016.79+575331.0" 137.57000 57.8920 4.011 3.595 3.929 nan nan nan
"SDSS J091024.34+042748.7" 137.60145 4.4635 2.564 2.307 2.506 nan nan nan
"SDSS J091030.73+320853.6" 137.62805 32.1482 4.071 3.111 3.988 nan nan nan
"SDSS J091033.43+453418.3" 137.63929 45.5718 2.795 2.307 2.733 nan nan nan
"SDSS J091038.11+463936.3" 137.65884 46.6601 2.763 2.397 2.701 nan nan nan
"FBQS J091044.9+261253" 137.68710 26.2149 2.942 2.552 2.877 nan nan nan
"SDSS J091046.67+102629.9" 137.69449 10.4417 2.917 2.605 2.853 nan nan nan
"SDSS J091053.57+563119.9" 137.72327 56.5222 2.362 2.317 2.307 nan nan nan
"SDSS J091054.79+023704.5" 137.72830 2.6179 3.295 2.371 3.225 nan nan nan
"B2 0908+25A" 137.73015 25.6560 2.752 2.368 2.690 nan nan nan
"SDSS J091056.60+084451.9" 137.73588 8.7478 3.059 2.383 2.992 2.8045 20.20 0.20
"SDSS J091058.07+080640.7" 137.74197 8.1113 2.960 2.568 2.895 nan nan nan
"SDSS J091105.50+482207.4" 137.77296 48.3687 3.672 3.278 3.595 nan nan nan
"SDSS J091105.99+411213.3" 137.77500 41.2037 2.917 2.307 2.853 nan nan nan
"SDSS J091114.18+110443.0" 137.80912 11.0786 3.570 2.809 3.495 nan nan nan
"SDSS J091123.19+322318.1" 137.84667 32.3884 3.605 2.712 3.529 nan nan nan
"SDSS J091127.61+055054.0" 137.86517 5.8484 2.793 2.307 2.731 nan nan nan
"SDSS J091127.74+260539.6" 137.86562 26.0943 2.978 2.307 2.913 nan nan nan
"SDSS J091129.00+501624.4" 137.87086 50.2735 2.962 2.307 2.897 nan nan nan
"SDSS J091135.20+482841.3" 137.89669 48.4782 3.918 3.683 3.837 nan nan nan
"SDSS J091140.27+290717.6" 137.91783 29.1216 3.602 2.549 3.527 nan nan nan
"SDSS J091155.27+322405.6" 137.98031 32.4016 3.433 2.358 3.360 nan nan nan
"SDSS J091157.26+261921.1" 137.98860 26.3225 3.321 2.442 3.250 nan nan nan
"SDSS J091202.49+533436.0" 138.01040 53.5767 2.380 2.307 2.325 nan nan nan
"SDSS J091206.54+553436.0" 138.02729 55.5767 3.198 2.536 3.129 2.8812 20.20 0.20
"SDSS J091206.78+331109.3" 138.02826 33.1859 3.328 2.402 3.257 nan nan nan
"SDSS J091210.34+054742.0" 138.04312 5.7950 3.241 2.313 3.171 3.1236 20.35 0.15
"SDSS J091222.78+482153.4" 138.09493 48.3649 2.428 2.307 2.372 nan nan nan
"SDSS J091223.01+562128.5" 138.09590 56.3579 2.982 2.307 2.917 2.8894 20.55 0.15
"SDSS J091223.32+401530.2" 138.09718 40.2584 2.504 2.307 2.447 nan nan nan
"SDSS J091226.78+013358.5" 138.11164 1.5663 2.413 2.364 2.357 nan nan nan
"SDSS J091234.73+254441.3" 138.14475 25.7448 2.348 2.307 2.293 nan nan nan
"SDSS J091244.23+073055.4" 138.18430 7.5154 3.128 2.467 3.060 nan nan nan
"SDSS J091247.59-004717.3" 138.19833 -0.7882 2.859 2.464 2.796 nan nan nan
"SDSS J091249.15+075205.0" 138.20483 7.8681 3.618 2.853 3.542 3.2087 20.60 0.20
"SDSS J091257.32+023909.7" 138.23885 2.6527 2.401 2.307 2.345 nan nan nan
"SDSS J091300.60+250446.5" 138.25251 25.0796 2.443 2.307 2.387 nan nan nan
"SDSS J091308.52+283744.4" 138.28552 28.6290 3.658 2.761 3.582 3.4667 20.60 0.20
"SDSS J091314.63+442700.5" 138.31099 44.4502 2.342 2.307 2.287 nan nan nan
"SDSS J091316.34+545946.0" 138.31813 54.9961 2.375 2.307 2.320 nan nan nan
"SDSS J091316.55+591921.6" 138.31899 59.3227 5.122 4.165 5.020 4.7950 20.45 0.20
"SDSS J091337.35+314859.9" 138.40563 31.8167 3.001 2.600 2.935 nan nan nan
"SDSS J091338.96+291254.6" 138.41237 29.2152 3.224 2.509 3.155 nan nan nan
"SDSS J091344.98+091407.7" 138.43749 9.2355 2.900 2.507 2.836 nan nan nan
"SDSS J091349.73+513743.9" 138.45722 51.6289 2.626 2.307 2.567 nan nan nan
"SDSS J091406.11+320628.2" 138.52547 32.1078 2.661 2.307 2.601 nan nan nan
"SDSS J091410.73+015408.9" 138.54473 1.9025 3.134 2.421 3.066 nan nan nan
"SDSS J091424.10+295151.0" 138.60045 29.8642 2.486 2.307 2.429 nan nan nan
"SDSS J091434.91+362059.4" 138.64549 36.3499 2.416 2.307 2.360 nan nan nan
"SDSS J091445.89+301738.3" 138.69123 30.2940 4.270 3.441 4.184 3.6660 20.20 0.20
nan nan nan nan nan nan 3.8038 21.05 0.20
"SDSS J091454.45+093044.0" 138.72691 9.5122 2.976 2.596 2.911 nan nan nan
"SDSS J091456.30+493936.8" 138.73461 49.6602 2.412 2.307 2.356 nan nan nan
"SDSS J091504.58+360651.0" 138.76910 36.1142 2.685 2.307 2.625 2.5216 20.60 0.15
"SDSS J091510.01+475658.7" 138.79172 47.9497 3.337 2.307 3.266 nan nan nan
"SDSS J091510.75+442655.9" 138.79484 44.4489 3.945 2.913 3.864 2.9452 20.10 0.20
"SDSS J091516.26+071750.8" 138.81779 7.2975 2.389 2.307 2.333 nan nan nan
"SDSS J091517.71+443628.7" 138.82382 44.6080 2.375 2.307 2.320 nan nan nan
"SDSS J091530.43+042259.8" 138.87684 4.3833 2.648 2.307 2.588 nan nan nan
"SDSS J091533.96+071900.1" 138.89153 7.3167 3.789 3.318 3.710 3.5163 20.10 0.20
"SDSS J091540.08+440113.7" 138.91703 44.0205 2.673 2.346 2.613 nan nan nan
"SDSS J091543.63+492416.6" 138.93184 49.4047 5.199 4.230 5.096 nan nan nan
"SDSS J091544.85+471049.7" 138.93692 47.1805 3.273 2.384 3.203 2.7992 20.50 0.15
"SDSS J0915+0549" 138.94451 5.8285 2.968 2.307 2.903 nan nan nan
"SDSS J091547.51+310635.1" 138.94800 31.1098 3.290 2.631 3.220 nan nan nan
"SDSS J091548.20+393155.0" 138.95090 39.5320 3.053 2.661 2.987 nan nan nan
"SDSS J091548.90+302542.6" 138.95375 30.4286 3.193 2.368 3.124 2.8760 20.15 0.20
nan nan nan nan nan nan 3.0676 20.45 0.15
"SDSS J091603.39+330931.8" 139.01415 33.1588 3.153 2.743 3.085 2.9762 20.30 0.20
"SDSS J091604.06+253555.4" 139.01692 25.5987 2.623 2.307 2.564 nan nan nan
"SDSS J091611.02+331130.5" 139.04593 33.1918 3.112 2.309 3.045 nan nan nan
"[HB89] 0913+072" 139.05818 7.0401 2.780 1.866 2.718 2.6187 20.30 0.20
"SDSS J091622.88+073114.7" 139.09537 7.5208 2.350 2.307 2.295 nan nan nan
"SDSS J091627.00+350756.9" 139.11251 35.1325 2.933 2.560 2.868 nan nan nan
"SDSS J091635.39+370545.4" 139.14747 37.0960 2.713 2.338 2.652 nan nan nan
"SDSS J091637.55+004733.9" 139.15648 0.7928 3.717 3.313 3.640 nan nan nan
"WISE J091701.44+303808.5" 139.25608 30.6357 3.023 2.371 2.957 2.5459 20.45 0.15
"SDSS J091705.79+060354.8" 139.27414 6.0652 2.398 2.307 2.342 nan nan nan
"SDSS J091719.98+441030.7" 139.33326 44.1752 2.963 2.562 2.898 nan nan nan
"SDSS J091724.02+273959.6" 139.35010 27.6666 2.511 2.307 2.453 nan nan nan
"SDSS J091727.49+591747.7" 139.36460 59.2966 2.388 2.307 2.332 2.3293 20.35 0.15
"SDSS J091738.90+082053.9" 139.41212 8.3483 3.253 2.582 3.183 nan nan nan
"SDSS J091745.56+283458.1" 139.43986 28.5828 3.355 2.397 3.284 2.7609 20.05 0.20
"SDSS J091759.82+040208.8" 139.49929 4.0358 2.378 2.307 2.323 nan nan nan
"SDSS J091800.65+512143.5" 139.50275 51.3621 3.453 2.707 3.380 nan nan nan
"SDSS J091804.33+481240.5" 139.51808 48.2113 2.409 2.307 2.353 nan nan nan
"SDSS J091814.39+321631.5" 139.55998 32.2754 2.468 2.354 2.411 nan nan nan
"SDSS J091820.34+082508.1" 139.58479 8.4189 3.149 2.500 3.081 nan nan nan
"SDSS J091822.14+330306.2" 139.59229 33.0517 3.095 2.690 3.028 nan nan nan
"SDSS J091830.41+334824.4" 139.62675 33.8068 3.911 3.419 3.830 nan nan nan
"SDSS J091845.27+484806.2" 139.68865 48.8017 2.840 2.447 2.777 nan nan nan
"SDSS J091845.77+453658.9" 139.69075 45.6164 2.733 2.357 2.672 nan nan nan
"SDSS J091848.38+090353.7" 139.70162 9.0649 3.567 3.137 3.492 nan nan nan
"SDSS J091857.67+533220.0" 139.74032 53.5389 3.012 2.873 2.946 nan nan nan
"SDSS J091858.96+544327.8" 139.74570 54.7244 2.367 2.307 2.312 nan nan nan
"SDSS J091902.87+373041.9" 139.76198 37.5117 3.276 2.840 3.206 nan nan nan
"SDSS J091903.18+404344.5" 139.76328 40.7290 4.008 3.240 3.926 nan nan nan
"SDSS J091908.74+330458.1" 139.78645 33.0828 2.523 2.307 2.465 nan nan nan
"SDSS J091940.03+442600.8" 139.91681 44.4336 3.925 3.463 3.844 nan nan nan
"SDSS J091940.82+094929.2" 139.92011 9.8248 2.967 2.600 2.902 nan nan nan
"SDSS J091942.82+340301.3" 139.92842 34.0504 2.447 2.307 2.390 nan nan nan
"SDSS J091946.06+112229.0" 139.94193 11.3748 2.722 2.353 2.661 nan nan nan
"SDSS J091954.32+082626.8" 139.97634 8.4408 3.496 2.644 3.422 nan nan nan
"SDSS J091955.42+551205.6" 139.98097 55.2016 2.508 2.325 2.450 2.3870 20.40 0.15
"SDSS J092003.12+464503.5" 140.01300 46.7510 2.467 2.307 2.410 nan nan nan
"SDSS J092014.47+022803.7" 140.06033 2.4677 2.943 2.307 2.878 2.3515 20.70 0.15
"SDSS J092019.38+315735.7" 140.08077 31.9599 2.625 2.307 2.566 nan nan nan
"SDSS J092028.41+294757.2" 140.11834 29.7992 2.955 2.307 2.890 nan nan nan
"SDSS J092035.79+002330.8" 140.14917 0.3919 2.491 2.307 2.434 nan nan nan
"SDSS J092038.48+564235.8" 140.16038 56.7100 4.169 3.657 4.084 nan nan nan
"SDSS J092041.76+072544.0" 140.17401 7.4289 3.646 2.060 3.570 2.1440 20.00 0.15
nan nan nan nan nan nan 2.2380 20.90 0.15
"SDSS J092050.90+462851.4" 140.21212 46.4809 2.458 2.307 2.401 nan nan nan
"SDSS J092057.11+525917.9" 140.23798 52.9883 3.067 2.366 3.000 nan nan nan
"SDSS J092101.83+353827.7" 140.25763 35.6410 2.709 2.328 2.648 nan nan nan
"SDSS J092103.64+014700.2" 140.26520 1.7834 2.592 2.307 2.533 nan nan nan
"SDSS J092104.30+034150.5" 140.26795 3.6974 3.140 2.503 3.072 nan nan nan
"FBQS J092104.4+302031" 140.26818 30.3418 3.350 2.308 3.279 nan nan nan
"SDSS J092123.27+565056.5" 140.34698 56.8491 3.674 3.195 3.597 nan nan nan
"SDSS J092126.70+003858.6" 140.36130 0.6496 2.470 2.307 2.413 nan nan nan
"SDSS J092143.50+063643.5" 140.43128 6.6121 3.716 3.246 3.639 nan nan nan
"SDSS J092146.69+284712.2" 140.44458 28.7867 3.109 2.923 3.042 nan nan nan
"SDSS J092155.63+423300.3" 140.48182 42.5501 3.817 2.819 3.738 nan nan nan
"SDSS J092156.27+305157.1" 140.48450 30.8659 3.062 2.307 2.995 nan nan nan
"SDSS J092210.25+045751.9" 140.54275 4.9644 4.045 2.980 3.962 nan nan nan
"SDSS J092216.81+265358.9" 140.57007 26.8997 5.042 4.098 4.941 nan nan nan
"SDSS J092222.86+314612.2" 140.59528 31.7701 4.052 3.060 3.969 3.0675 20.35 0.20
nan nan nan nan nan nan 3.8639 20.05 0.20
"SDSS J092235.44+284642.0" 140.64768 28.7784 2.414 2.307 2.358 nan nan nan
"SDSS J092247.83+532146.5" 140.69934 53.3630 3.000 2.435 2.934 nan nan nan
"SDSS J092256.19+561849.1" 140.73417 56.3137 4.198 3.024 4.113 nan nan nan
"SDSS J092314.08+081940.1" 140.80871 8.3278 2.541 2.307 2.483 nan nan nan
"SDSS J092316.44+332116.3" 140.81854 33.3546 2.360 2.307 2.305 nan nan nan
"SDSS J092322.86+033821.4" 140.84526 3.6393 3.006 2.366 2.940 nan nan nan
"SDSS J092325.25+453222.1" 140.85521 45.5395 3.452 2.307 3.379 nan nan nan
"SDSS J092329.99+301107.6" 140.87485 30.1854 3.079 2.704 3.012 nan nan nan
"SDSS J092331.31+020048.8" 140.88048 2.0136 2.564 2.409 2.506 nan nan nan
"SDSS J092339.85+284127.1" 140.91605 28.6909 3.493 3.120 3.419 nan nan nan
"SDSS J092354.84+574721.3" 140.97853 57.7893 2.557 2.307 2.499 nan nan nan
"SDSS J092359.58+495439.4" 140.99832 49.9110 2.465 2.307 2.408 nan nan nan
"SDSS J092404.36-000707.8" 141.01818 -0.1189 2.447 2.307 2.390 nan nan nan
"SDSS J092410.75+285709.5" 141.04481 28.9527 2.580 2.307 2.521 nan nan nan
"SDSS J092417.32+060053.6" 141.07219 6.0149 2.916 2.307 2.852 2.7415 20.20 0.20
"SDSS J092419.08+353938.4" 141.07951 35.6607 2.809 2.307 2.747 nan nan nan
"SDSS J092428.26+111237.2" 141.11780 11.2104 3.824 2.812 3.745 3.4474 20.55 0.20
"SDSS J092429.67+423542.8" 141.12363 42.5952 3.183 2.535 3.114 nan nan nan
"SDSS J092435.14+444838.8" 141.14643 44.8108 3.381 2.933 3.309 nan nan nan
"SDSS J092444.66-000924.0" 141.18612 -0.1567 2.870 2.488 2.807 nan nan nan
"SDSS J0924+4852" 141.19734 48.8786 3.020 2.307 2.954 nan nan nan
"SDSS J092450.33+064633.9" 141.20972 6.7761 2.490 2.307 2.433 nan nan nan
"SDSS J092456.66+305354.8" 141.23613 30.8986 3.417 2.411 3.345 nan nan nan
"SDSS J092459.91+095103.4" 141.24964 9.8510 3.453 2.998 3.380 3.3401 20.90 0.20
"SDSS J092507.53+521102.4" 141.28145 52.1841 2.995 2.599 2.929 nan nan nan
"SDSS J092514.04+522112.6" 141.30856 52.3535 2.869 2.473 2.806 nan nan nan
"SDSS J092550.67+385951.3" 141.46115 38.9976 3.103 2.421 3.036 nan nan nan
"SDSS J092554.73+290114.5" 141.47807 29.0207 3.129 2.415 3.061 nan nan nan
"SDSS J092555.04+490338.2" 141.47937 49.0606 2.343 2.307 2.288 nan nan nan
"SDSS J092559.34+364713.3" 141.49728 36.7871 3.883 3.482 3.803 nan nan nan
"SDSS J092625.70+344843.1" 141.60712 34.8120 2.615 2.307 2.556 nan nan nan
"SDSS J092633.42+415958.0" 141.63929 41.9995 3.282 2.906 3.212 nan nan nan
"SDSS J092633.70+332546.4" 141.64043 33.4296 3.279 2.690 3.209 nan nan nan
"SDSS J092636.33+305505.0" 141.65133 30.9181 4.198 2.951 4.113 nan nan nan
"SDSS J092644.24+101409.3" 141.68436 10.2359 2.482 2.307 2.425 nan nan nan
"SDSS J092646.25+471124.0" 141.69277 47.1900 3.477 2.349 3.404 nan nan nan
"SDSS J092656.94+602504.2" 141.73729 60.4179 2.956 2.307 2.891 nan nan nan
"SDSS J092700.60+513047.2" 141.75256 51.5131 2.930 2.307 2.866 nan nan nan
"SDSS J092712.95+342249.1" 141.80399 34.3803 2.408 2.307 2.352 nan nan nan
"SDSS J092714.70+030827.2" 141.81129 3.1409 3.143 2.732 3.075 nan nan nan
"SDSS J092721.19+074639.0" 141.83832 7.7775 2.539 2.307 2.481 2.3101 20.70 0.15
"SDSS J092726.55+383629.0" 141.86056 38.6081 2.587 2.307 2.528 nan nan nan
"SDSS J092735.73+354407.8" 141.89888 35.7355 2.567 2.421 2.508 nan nan nan
"SDSS J092737.13+025110.6" 141.90473 2.8530 2.608 2.307 2.549 nan nan nan
"SDSS J092739.76+275115.3" 141.91572 27.8543 2.733 2.378 2.672 nan nan nan
"SDSS J092801.72+432105.3" 142.00717 43.3515 2.811 2.434 2.748 nan nan nan
"SDSS J092803.34+095143.4" 142.01396 9.8621 2.344 2.307 2.289 nan nan nan
"SDSS J092814.93+093955.2" 142.06222 9.6654 3.655 2.794 3.579 2.9101 20.70 0.20
"SDSS J092818.96+024823.7" 142.07901 2.8066 2.954 2.347 2.889 nan nan nan
"SDSS J092830.97+052432.3" 142.12909 5.4090 2.413 2.307 2.357 nan nan nan
"SDSS J092833.90+313831.3" 142.14128 31.6421 2.559 2.307 2.501 nan nan nan
"SDSS J092837.80+353405.3" 142.15755 35.5682 2.549 2.307 2.491 nan nan nan
"SDSS J092839.01+473804.0" 142.16255 47.6345 3.052 2.738 2.986 nan nan nan
